Раисиҷумҳур наметавонад Кунгреро мунҳал кунад	رئیس‌جمهور نمی‌تواند کنگره‌را منحل کند
Ҳамон гуна ки Кунгре наметавонад Девони Ъолиро мунҳал кунад	همان گونه که کنگره نمی‌تواند دیوان عالی‌را منحل کند
Ба хотири риъояти тавозуни қувво ҳар як аз қуввои сегона қарор аст аз қудрати мусовӣ бархурдор бошанд	به خاطر رعایت توازن قوا هر یک از قوای سه‌گانه قرار است از قدرت مساوی برخوردار باشند
Тафкику тавозуни қувво	تفکیک و توازن قوا
Нигиронии аслӣ ҳамин буд	نگرانی اصلی همین بود
Чи пеш аз ҳамапурсӣ ва чи пас аз он	چه پیش از همه‌پرسی و چه پس از آن
Бисёре аз коршиносони Туркия муътақиданд ки ҳамапурсии фарвардин ба тазъифи тафкику тавозуни қувво меанҷомад	بسیاری از کارشناسان ترکیه معتقدند که همه‌پرسی فروردین به تضعیف تفکیک و توازن قوا می‌انجامد
Яке аз далоили ин нигаронӣ ҳифзи пойбандӣ ва мақоми ҳизбии раисиҷумҳур дар низоми ҷадиди Туркия аст	یکی از دلایل این نگرانی حفظ پایبندی و مقام حزبی رئیس‌جمهور در نظام جدید ترکیه است
Яъне агар раҳбари як ҳизби сиёсӣ ба раёсати ҷумҳурӣ бирасад муваззаф нест мақоми ҳизбиашро тард кунад ва ба истилоҳ раҳбари тамоми мардуму аҳзоб бошад	یعنی اگر رهبر یک حزب سیاسی به ریاست جمهوری برسد موظف نیست مقام حزبی‌اش‌را طرد کند و به اصطلاح رهبر تمام مردم و احزاب باشد
Дар гузашта ин ваҷҳи тамоюзи низомҳои раёсатӣ бо низомҳои порлумонӣ ё шибҳираёсатӣ буд	در گذشته این وجه تمایزِ نظام‌های ریاستی با نظام‌های پارلمانی یا شبه‌ریاستی بود
Нахуствазир дар ғолиби низомҳои порлумонӣ ҳамзамон раҳбари як ҳизби сиёсӣ ҳам ҳаст ки аксарияти курсиҳои порлумонро ба даст оварда	نخست‌وزیر در غالب نظام‌های پارلمانی همزمان رهبر یک حزب سیاسی هم هست که اکثریت کرسی‌های پارلمان‌را به دست آورده
Аммо раисиҷумҳумр як шахсияти фароҳизбист ё дасти кам бо вуҷуди вобастагиҳои ҳизбиаш ҳеч мақоми ҳизбие надорад	اما رئیس‌جمهور یک شخصیت فراحزبی‌ است یا دست ‌کم با وجود وابستگی‌های حزبی‌اش هیچ مقام حزبی‌ای ندارد
Ҷурҷ Вошингтун нахустин раисиҷумҳури Омрико тӯли ҳашт соли раёсаташ ъузви ҳеч ҳизби сиёсие набуд	جرج واشنگتن نخستین رئیس‌جمهور آمریکا در طول هشت سال ریاستش عضو هیچ حزب سیاسی‌ای نبود
Ӯ муътақид буд ки бад-ин гуна мешавад аз якпорчагию инсиҷоми миллӣ мувозибат кард	او معتقد بود که بدین گونه می‌شود از یکپارچگی و انسجام ملی مواظبت کرد
Албатта ҳамаи раисиҷумҳури баъдӣ дар оғози кори худ вобастагии ҳизбӣ доштаанд аммо на дар мақоми раҳбарии ҳизб	البته همه رئیس‌جمهور بعدی در آغاز کار خود وابستگی حزبی داشته‌اند اما نه در مقام رهبری حزب
Дар натиҷа дар Омрико раисиҷумҳум ва раҳбари ҳизби ҳоким ду фарди мутафовит ҳастанд бо тарҳу барномаҳои вежаи худ	در نتیجه در آمریکا رئیس‌جمهور و رهبر حزب حاکم دو فرد متفاوت هستند با طرح و برنامه‌های ویژۀ خود
Ва ин ду нафар метавонанд дар мавриди масоили мухтали дидгоҳҳои мутафовите дошта бошанд ва назароти якдигарро арзёбӣ кунанд ва бо ҳам ба баҳс бипардозанд	و این دو نفر می‌توانند در مورد مسائل مختلف دیدگاه‌های متفاوتی داشته باشند و نظرات یکدیگر‌را ارزیابی کنند و با هم به بحث بپردازند
Вале дар низоми сиёсии ҷадиди Туркия раҳбари як ҳизби сиёсӣ ки номзади раёсати ҷумҳурӣ ҳам ҳаст феҳрести номзадҳои интихоботи маҷлис аз ҳизби худашро таъйин мекунад	ولی در نظام سیاسی جدید ترکیه رهبر یک حزب سیاسی که نامزد ریاست جمهوری هم هست فهرست نامزدهای انتخابات مجلس از حزب خودش‌را تعیین می‌کند
Дар сурати пирӯзии ин ҳизб қувваи муҷрия ва муқаннана қонунгузорӣ таҳти кунтрули раҳбари як ҳизби сиёсӣ хоҳад буд	در صورت پیروزی این حزب قوۀ مجریه و مقننه تحت کنترل رهبر یک حزب سیاسی خواهد بود
Ва бо таваҷҷуҳ ба яди тӯлое ки ӯ дар таъини додситонҳову қузоти аршади кишвар дорад қувваи қазоия ҳам то ҳадди зиёе бо ӯ ҳамназар ё мувофиқ хоҳад буд	و با توجه به ید طولایی که او در تعیین دادستان‌ها و قضات ارشد کشور دارد قوۀ قضائیه هم تا حد زیادی با او هم‌نظر یا موافق خواهد بود
Мешавад тасаввур кард ки дар як чунин низоме ҳар се қувва мумкин аст зери назари мустақими як нафар қарор бигиранд ва заминаи яккасолорӣ фароҳам шавад	می‌شود تصور کرد که در یک چنین نظامی هر سه قوه ممکن است زیر نظر مستقیم یک نفر قرار بگیرند و زمینۀ یکه‌سالاری فراهم شود
Рӯзе илоҳаҳо ҳама фарёд мекашанд	روزی الهه‌ها همه فریاد می‌کشند
Нақши ғурури мо ҳама бар бод мекашанд	نقش غرور ما همه بر باد می‌کشند
Рӯзе қасоси бешарафиҳои мардро	روزی قصاص بی‌شرفی‌های مرد را
Аз устухони куҳнаи аҷсод мекашанд	از استخوان کهنۀ اجساد می‌کشند
Рӯзе садои нозукашон наъра мешавад	روزی صدای نازک‌شان نعره می‌شود
Лоши сукут бар дари бедод мекашанд	لاش سکوت بر در بیداد می‌کشند
Рӯзе қалам-қалам шуда аз шиддати алам	روزی قلم قلم شده از شدت الم
Хатте ба рӯи ҳар чи ки рух дод мекашанд	خطی به روی هرچه که رخ داد می‌کشند
Муште ба рӯи синаи маъбуд мезананд	مشتی به روی سینۀ معبود می‌زنند
Тире ба сӯи маъбади ношод мекашанд	تیری به سوی معبد ناشاد می‌کشند
Бо пушти по ба ғуссаву андӯҳ мезананд	با پشت پا به غصه و اندوه می‌زنند
Вайронаро ба маъмани обод мекашанд	ویرانه‌را به مامن آباد می‌کشند
Боздошт дар бозори Маскав	بازداشت در بازار مسکو
Бо хушхиёлии ғарбӣ даму дастгоҳи филмбардориро бардоштему роҳ уфтодем	با خوش‌خیالی غربی دم و دستگاه فیلم‌برداری‌را برداشتیم و راه افتادیم
Мехостем бо аҳолии бозоре дар ҳавмаи ҷанубии Маскав дар бораи ҳолу ҳавои иқтисодии Русия суҳбат кунем	می‌خواستیم با اهالی بازاری در حومۀ جنوبی مسکو دربارۀ حال و هوای اقتصادی روسیه صحبت کنیم
Аз токсӣ пиёда шудему якрост суроғи бахши посбонии бозорро гирифтем то иҷозаи филмбардорӣ дар маҳдудаи бозорро бигирем	از تاکسی پیاده شدیم و یکراست سراغ بخش پاسبانی بازار‌را گرفتیم تا اجازۀ فیلم‌برداری در محدودۀ بازار‌را بگیریم
Посбони ҷавоне ки моро бо он ҳама таҷҳизоти телевизюнӣ дид дастпоча шуд	پاسبان جوانی که ما‌را با آن همه تجهیزات تلویزیونی دید دست‌پاچه شد
Ба посбони аршад занг зад	به پاسبان ارشد زنگ زد
Ӯ ҳам ки омад ба яке дигар занг зад	او هم که آمد به یکی دیگر زنگ زد
Гуфт Би-Би-Сӣ бо таҷҳизоти ҳирфаии филмбардорӣ омада бозор	گفت بی‌بی‌سی با تجهیزات حرفه‌ای فیلم‌برداری آمده بازار
Чи кор кунем	چه کار کنیم
Аз он сӯи хат шунидам ки мегуфт	از آن سوی خط شنیدم که می‌گفت
Нигаҳашон доред	نگه‌شان دارید
Номи Би-Би-Сӣ дар фазои бозор печид ва тамошогаронеро ҷамъ кард	نام بی‌بی‌سی در فضای بازار پیچید و تماشاگرانی‌را جمع کرد
Дар ниҳоят теъдоди афроде ки омада буданд ба пурсиши мо посух диҳанд панҷ нафар шуд	در نهایت تعداد افرادی که آمده بودند به پرسش ما پاسخ دهند پنج نفر شد
Саранҷом қарор шуд посухи моро дафтари матбӯъотӣ-и бозор бидиҳад	سرانجام قرار شد پاسخ ما‌را دفتر مطبوعاتی بازار بدهد
Аз роҳи пурпечу тобу дароз аз миёни растаҳои бозор моро ба дафтари матбӯъотии бозор бурданд	از راه پرپیچ و تاب و دراز از میان رسته‌های بازار ما‌را به دفتر مطبوعاتی بازار بردند
Дари сангини дафтари матбӯъотиро ки пур аз афроди низомипӯш буд пушти сари мо бастанд	در سنگین دفتر مطبوعاتی‌را که پر از افراد نظامی‌پوش بود پشت سر ما بستند
Пушти унифурми низомипӯшҳо бо ҳуруфи заррин вожаи Витязь шеволйе навишта шуда буд	پشت اونیفرم نظامی‌پوش‌ها با حروف زرین واژه ویتیاز شوالیه نوشته شده بود
Марди хушбархурди шахсипӯше ворид шуд то моро аз сардаргумӣ раҳо кунад	مرد خوش‌برخورد شخصی‌پوشی وارد شد تا ما‌را از سردرگمی رها کند
Баъд аз ъаксбардорӣ аз мо ва сабти мушаххасоти асноди расмӣ гуфт	بعد از عکس‌برداری از ما و ثبت مشخصات اسناد رسمی گفت
Бибинед шумо агар бихоҳед дар сатҳи бозор филмбардорӣ кунед мо бояд шароитро барои шумо муҳайё кунем ва муҳофиз ҳам дар ихтиёратон бигзорем	ببینید شما اگر بخواهید در سطح بازار فیلم‌برداری کنید ما باید شرایط‌را برای شما مهیا کنیم و محافظ هم در اختیارتان بگذاریم
Охир намешавад ки ҳаминтурӣ сарзада биёеду филмбардорӣ кунед	آخر نمی‌شود که همین طوری سرزده بیایید و فیلم‌برداری کنید
Бояд аввал ба нишонии мудирияти бозор нома бифиристед ва агар дархости шумо пазируфта шуд бо хиёли роҳат биёеду коратонро анҷом диҳед	باید اول به نشانی مدیریت بازار نامه بفرستید و اگر درخواست شما پذیرفته شد با خیال راحت بیایید و کارتان‌را انجام دهید
Гуфт посух ба дархости мо дастикам соъат ба дарозо мекашад	گفت پاسخ به درخواست ما دستکم ساعت به درازا می‌کشد
Гуфтам пас иҷоза диҳед биравему он номаро бароятон бифиристем	گفتیم پس اجازه دهید برویم و آن نامه‌را برایتان بفرستیم
Гуфт ҳоло ки то инҷо омадаед ташриф дошта бошед	گفت حالا که تا اینجا آمده‌اید تشریف داشته باشید
Ман ки дар оғоз ба филмбардорам шӯхиомез мегуфтам ки зоҳиран боздошт шудаем андак-андак фаҳмидам ки пур бероҳ нагуфтаам	من که در آغاز به فیلم‌بردارم شوخی‌آمیز می‌گفتم که ظاهراً بازداشت شده‌ایم اندک اندک فهمیدم که پر بی‌راه نگفته ام
Мо ки омада будем аз масъулони бозор иҷозаи филмбардорӣ бигирем боздошт шуда будем	ما که آمده بودیم از مسئولان بازار اجازۀ فیلم‌برداری بگیریم بازداشت شده بودیم
Ва маҳалли нигаҳдории мо дафтари матбӯъотӣ набуд	و محل نگهداری ما دفتر مطبوعاتی نبود
бахши нерӯи амниятии бозор буд	بخش نیروی امنیتی بازار بود
Гуфтам пушаймон шудем дигар намехоҳем филмбардорӣ кунем бояд биравем ки ба корамон бирасем	گفتم پشیمان شدیم دیگر نمی‌خواهیم در بازار فیلم‌برداری کنیم؛ باید برویم که به کارمان برسیم
Гуфт бояд бимонед то пулис аз роҳ бирасад	گفت باید بمانید تا پلیس از راه برسد
Пурсидам чи рабте пулис ба ин моҷаро дорад	پرسیدم چه ربطی پلیس به این ماجرا دارد
Мо ки муҷрим нестем ва мехоҳем биравем	ما که مجرم نیستیم و می‌خواهیم برویم
Табассуми маънодоре карду гуфт	تبسم معناداری کرد و گفت
Инҷо Русия аст	اینجا روسیه است
Яке дигар ки ъасабонитар буд то дилаш мехост аз Бритониёву Омрико бад гуфт ва аз ман пурсид ки чиро аз Русия бад мегӯем	یکی دیگر که عصبانی‌تر بود تا دلش می‌خواست از بریتانیا و آمریکا بد گفت و از من پرسید که چرا از روسیه بد می‌گوییم
Гуфтам ваҷҳаи Русияро рафтору гуфтори Шумо таъйин мекунад ки шоҳидаш ҳастем ва рабте ба кори ман надорад	گفتم وجهۀ روسیه‌را رفتار و گفتار شما تعیین می‌کند که شاهدش هستیم و ربطی به کار من ندارد
Боздошти мо беш аз як соъат тӯл кашид то замоне ки ду маъмури пулис омаданду моро бозпурсӣ карданд ва бори дигар тавзеҳ доданд ки дар Русия иҷоза надорем дар амокин маконҳо-и хусусӣ филмбардорӣ кунем ва ин бозор як макони хусусӣ аст	بازداشت ما بیش از یک ساعت طول کشید؛ تا زمانی که دو مامور پلیس آمدند و ما‌را بازپرسی کردند و بار دیگر توضیح دادند که در روسیه اجازه نداریم در اماکن خصوصی فیلم‌برداری کنیم و این بازاز یک مکان خصوصی است
Гуфтам мо сирфан мехостем иҷозаи филмбардорӣ дар ин бозори даҳҳо ҳазорнафариро бигирем ва ҳеч кодре аз ин бозор барнадоштаем	گفتم ما صرفاً می‌خواستیم اجازه فیلم‌برداری در این بازار ده‌ها هزار نفری‌را بگیریم و هیچ کادری از این بازار برنداشته ایم
Савори худрави пулис шудем ки моро ба берун аз дарвозаҳои бозор расонд ва ҳамон ҷо монд то сояи мо аз бозор дур шавад	سوار خودرو پلیس شدیم که ما‌را به بیرون از دروازه‌های بازار رساند و همان جا ماند تا سایۀ ما از بازار دور شود
Ин иттифоқ ки танҳо яке аз чанд мавриди мушобеҳ аст ки бар мо ҳодис шуд баёнгари як воқеъият буд	این اتفاق که تنها یکی از چند مورد مشابه است که بر ما حادث شد بیانگر یک واقعیت بود
миёнаи Русия бо расонаҳои ғарбӣ шакароб аст	میانۀ روسیه با رسانه‌های غربی شکراب است
Ва на танҳо маъмурони амниятию интизомӣ ки бисёре аз ронандаҳои токсӣ ҳам рӯй турш мекунанд то мешунаванд ки муштаришон аз Би-Би-Сӣ аст	و نه تنها ماموران امنیتی و انتظامی که بسیاری از راننده‌های تاکسی هم روی ترش می‌کنند تا می‌شنوند که مشتری‌شان از بی‌بی‌سی است
Ёдам намеояд ки замони шӯравӣ шоҳиди бархурди хасмонаи мардуми ъодӣ бо расонаҳои ғарбӣ шуда бошам	یادم نمی‌آید که زمان شوروی شاهد برخورد خصمانۀ مردم عادی با رسانه‌های غربی شده باشم
Зоҳиран ин падида аз паёмадҳои ҷанги сарди тоза аст	ظاهراً این پدیده از پیامدهای جنگ سرد تازه است
Мусбаттарин арзёбии як рус аз Би-Би-Сӣ ки тайи ин сафар шунидам аз касе буд ки мехост мунсиф бошаду гуфт	مثبت‌ترین ارزیابی یک روس از بی‌بی‌سی که طی این سفر شنیدم از کسی بود که می‌خواست منصف باشد و گفت
Ман ъошиқи барномаҳои ъилмии Би-Би-Сӣ ҳастам аммо аз барномаҳои сиёсиаш мутанаффирам	من عاشق برنامه‌های علمی بی‌بی‌سی هستم اما از برنامه‌های سیاسی‌اش متنفرم
Русия ин омезаи мутаноқизи Шарқу Ғарб аз замони Петри Бузург то кунун гароиши шадид ба Ғарб дошта ки ҳамвора бо фирору инзиҷори ғариб аз Ғарб ҳамроҳ будааст	روسیه این آمیزه متناقض شرق و غرب از زمان پتر بزرگ تا کنون گرایش شدید به غرب داشته که همواره با فرار و انزجار غریب از غرب همراه بوده است
Тазодду таноқузҳо дар Русия	تضاد و تناقض‌ها در روسیه
Русия кишвари таноқузҳост ки чанд мавриди он ин рӯзҳо башиддат худнамоӣ мекунад	روسیه کشور تناقض‌هاست که چند مورد آن این روزها به شدت خودنمایی می‌کند
Маҳди сусиёлисми сармоядоркуши дирӯз акнун пойи собити феҳрести милиёрдерҳои ҷаҳон аст ва имрӯза яке аз копитолисттарин пойтахтҳои дунёро дорад ки дар имтидоду сару хами ҳар кӯчааш як бонки тоза сабз шуда ҳар кадом бо номе дигар ки гӯӣ ҳар кадом як шуъба бештар надорад	مهد سوسیالیسم سرمایه‌دارکُش دیروز اکنون پای ثابت فهرست میلیاردرهای جهان است و امروزه یکی از کاپیتالیست‌ترین پایتخت‌های دنیا‌را دارد که در امتداد و سر و خم هر کوچه‌اش یک بانک تازه سبز شده؛ هر کدام با نامی دیگر که گویی هر کدام یک شعبه بیشتر ندارد
Як ронанда мегуфт бештари ин бонкҳо ъумри дарозе надоранд меоянд мечопанд ғорат мекунанд мераванд	یک راننده می‌گفت بیشتر این بانک‌ها عمر درازی ندارند؛ می‌آیند می‌چاپند می‌روند
Русия кишвари тазодҳост	روسیه کشور تضادهاست
Пирмарди номарасони гузар канорам истоду сигор равшан кард ва аз зиндагиаш гуфт ин ки як ъумр мураббии варзиш буда ва бознишаста шуда ва ҳоло ҳар моҳ аз давлат ҳазор рубл дулор дарёфт мекунад ки ҳарчанд кафофи зиндагиашро намедиҳад ва ӯро дар ъайни пирӣ ба кор водошта аммо кочӣ беҳ аз ҳиччӣ	پیرمرد نامه‌رسان گذر کنارم ایستاد و سیگار روشن کرد و از زندگی‌اش گفت؛ این که یک عمر مربی ورزش بوده و بازنشسته شده و حالا هر ماه از دولت هزار روبل دلار دریافت می‌کند که هرچند کفاف زندگی‌اش‌را نمی‌دهد و او‌را در عین پیری به کار واداشته اما کاچی به از هیچی؛ همسن و سال‌هایش همین‌را هم ندارند
ҳамсинну солҳояш ҳаминро ҳам надоранд Сигорашро дур андохту дунболи кораш рафт	سیگارش‌را دور انداخت و دنبال کارش رفت؛ برای هتل میانه‌حالی که هر اتاقش شبی هزار روبل دلار قیمت دارد نامه آورده بود
Барои ҳутели миёнаҳоле ки ҳар утоқаш шабе ҳазор рубл дулор қимат дорад нома оварда буд Русия сарзаминест ки дар он мешавад дарёфт чиро Ленин Ленин шуд ва ин ки нафрати маргбори ӯ ъалайҳи сармояву сармоядорӣ аз куҷо моя мегирифт	روسیه سرزمینی است که در آن می‌شود دریافت چرا لنین لنین شد و این که نفرت مرگبار او علیه سرمایه و سرمایه‌داری از کجا مایه می‌گرفت
Мешавад ангошт ки пояҳои он нафратро ҳамин тазодду таноқузи зананда шакл дода буд ки гӯӣ аз мазоҳири зишттарин навъи сармоядорист ки таносубе намешиносад	می‌شود انگاشت که پایه‌های آن نفرت‌را همین تضاد و تناقض زننده شکل داده بود که گویی از مظاهر زشت‌ترین نوع سرمایه‌داری است که تناسبی نمی‌شناسد
Русия аз саромадони ҷунбиши интерносиюнолу ҳамбастагии милал ва пучии нажодпарастист	روسیه از سرآمدان جنبش انترناسیونال و همبستگی ملل و پوچی نژادپرستی است
Хостгоҳи бисёре аз мудофеъони сарсахти ҳуқуқи ақаллиятҳои қавмию нажодӣ ҳамин ҷо буда	خاستگاه بسیاری از مدافعان سرسخت حقوق اقلیت‌های قومی و نژادی همین‌جا بوده
Ин ҳарфи ҳисобро касе мегуфт ки аз шиъори Русия барои русҳо дифоъ мекард Мегуфт бегонаҳо омаданду авзоъ баҳам хурд	این حرف حساب‌را کسی می‌گفت که از شعار روسیه برای روس‌ها دفاع می‌کرد؛ می‌گفت بیگانه‌ها آمدند و اوضاع بهم خورد
Дар кишваре ки беш аз як ҳаштуми курраи Заминро дарбар дорад ва ҳудуди қавми хурду бузург дар он зиндагӣ мекунанд	در کشوری که بیش از یک هشتم خشکی کرۀ زمین‌را دربر دارد و حدود قوم خرد و بزرگ در آن زندگی می‌کنند
Имоми масҷид ки куту шалвору кровот галстук ба тан дошт пеш аз мусоҳиба баланд шуду ъабое рӯи дӯш андохт ва гуфт дар Русия бар хилофи кишварҳои ғарбӣ ҳуқуқи мусалмонон риъоят мешавад чун исломи Русия мазҳаби бумию суннатист	امام مسجد که کت و شلوار و کراوات به تن داشت پیش از مصاحبه بلند شد و عبایی روی دوش انداخت و گفت در روسیه بر خلاف کشورهای غربی حقوق مسلمانان رعایت می‌شود چون اسلامِ روسیه مذهب بومی و سنتی است
Аз дербоз тоторҳои Русия мусалмон будаанд	از دیرباز تاتارهای روسیه مسلمان بوده‌اند
Гуфт шумори мусалмонон дар Маскав беш аз ду милюн нафар шуда	گفت شمار مسلمانان در مسکو بیش از دو میلیون نفر شده
Ва баъд афзуд мутаассифона барои ин ҳама мусалмон фақат шаш дона масҷид дорем	و بعد افزود متاسفانه برای این همه مسلمان فقط شش دانه مسجد داریم
Дар Русия дурбинҳаросӣ шоеъ аст	در روسیه دوربین‌هراسی شایع است
Басахтӣ мешавад касеро розӣ кард ки ҷилави дурбин зоҳир шавад	به سختی می‌شود کسی‌را راضی کرد که جلو دوربین ظاهر شود
Ва аммо агар бо дурбин дар хиёбонҳо мегардед ҳар он имкон дорад шуморо нигаҳ доранду бипурсанд ки аз куҷо ва чиро омадаед	و اما اگر با دوربین در خیابان‌ها می‌گردید هر آن امکان دارد شما‌را نگه دارند و بپرسند که از کجا و چرا آمده‌اید
На танҳо маъмурони пулис ки ъобирони пиёдаи шахсипӯш ҳам	نه تنها ماموران پلیس که عابران پیاده شخصی‌پوش هم
Барояшон муҳим аст бидонанд ки дар бораи кишвари онҳо ба куҷо чи хабареро мунташир мекунед	برایشان مهم است بدانند که دربارۀ کشور آنها به کجا چه خبری‌را منتشر می‌کنید
Русҳо бисёр дӯст доранд бидонанд ки ҷаҳониён аз онҳо чи тасаввуре доранд	روس‌ها بسیار دوست دارند بدانند که جهانیان از آنها چه تصوری دارند
Ва ғолибан интизор доранд он тасаввур сирфан мусбат бошад	و غالباً انتظار دارند که آن تصور صرفاً مثبت باشد
Ва Русия сарзаминест ки Тулстуйу Чехуфу Достоефскийро парварда ки ному осорашон ҷаҳонро дарнавардида	و روسیه سرزمینی است که تولستوی و چخوف و داستایفسکی‌را پرورده که نام و آثارشان جهان‌را درنوردیده
Бо ин ки ҳеч кадом зиндагӣ ва марги роҳате надоштаанд	با این که هیچ کدام زندگی و مرگ راحتی نداشته‌اند
Русия ҳамчунон мармуз аст	روسیه همچنان مرموز است
Ҷаззобу фиребо ва дар ъайни ҳол ғариб	جذاب و فریبا و در عین حال غریب
Ки гӯӣ даруни худаш ҳам бо навъе ғурбат дасту панҷа нарм мекунад	که گویی درون خودش هم با نوعی غربت دست و پنجه نرم می‌کند
Шаҳрро бояд шуст	شهر‌را باید شست
Аз ғубори ғами бе мо будан	از غبار غم بی ما بودن
Шишаҳо пур зи кудурат шудаанд	شیشه‌ها پر ز کدورت شده‌اند
Шаҳр бе мо	شهر بی ما
Чи дарандашт	چه درندشت
Силули инфиродӣ шудааст	سلول انفرادی شده است
Шаҳри ман	شهر من
Мизбони Карбалои дигарест	میزبان کربلای دگری‌ست
Ки намехоҳаму меояд	که نمی‌خواهم و می‌آید
Шаҳри ман	شهر من
Тиргоҳи чи балои дигарест	تیرگاه چه بلای دگری‌ست
Ки намеояду меоранд	که نمی‌آید و می‌آرند
Интизор аст ки дар шишаи ин панҷараҳо	انتظار است که در شیشۀ این پنجره‌ها
Метаракад	می‌ترکد
Интизор аст ки мафҳуми нафасро	انتظار است که مفهوم نفس را
Мешумарад	می‌شمرد
Хастагиҳо	خستگی‌ها
Ҳастаӣ мегардад	هسته‌ای می‌گردد
Растагорӣ	رستگاری
Рафт то баргардад	رفت تا برگردد
Шаҳри ман ҳомила аст	شهر من حامله است
Маро ба ҷурми сукутам ба дор овезед	مرا به جرم سکوتم به دار آویزید
Ва лавҳи лаънати ман бар мазор овезед	و لوح لعنت من بر مزار آویزید
Ба гӯри ман на гуле овареду не сунбул	به گور من نه گلی آورید و نی سنبل
Чунонки хор шудам шохи хор овезед	چنانکه خوار شدم شاخ خار آویزید
Маро ба хотири беҳудагии виҷдонам	مرا به خاطر بیهودگی وجدانم
Ки сад дареғ наёмад ба кор овезед	که صد دریغ نیامد به کار آویزید
Маро ки берамақу беҳадафу бетадбир	مرا که بی‌رمق و بی‌هدف و بی‌تدبیر
Нишастаам ба хари интизор овезед	نشسته‌ام به خر انتظار آویزید
Маро ки бо ситами даҳр дарнауфтодам	مرا که با ستم دهر درنیفتادم
Чу ҷинси зоиди бебанду бор овезед	چو جنس زائد بی‌بند و بار آویزید
Маро ки қавму таборам ба гӯр метозад	مرا که قوم و تبارم به گور می‌تازد
Ба сони бешарафи бетабор овезед	به سان بی‌شرف بی‌تبار آویزید
Маро ки тан ба таманнои пешво додам	مرا که تن به تمنای پیشوا دادم
Ба сони хӯсаи беэътибор овезед	به سان خوسۀ بی‌اعتبار آویزید
Маро ки сели дурӯғу тамаллуқе накушад	مرا که سیل دروغ و تملقی نکشد
Бар он таноби ҳақи Кирдигор овезед	بر آن طناب حق کردگار آویزید
Ин зиндагӣ масофи диловар намешавад	این زندگی مصاف دلاور نمی‌شود
Дардо зи ҳисобе ки баробар намешавад	دردا ز حسابی که برابر نمی‌شود
Ин зиндагӣ ки пойи тарозу-ш рост нест	این زندگی که پای ترازوش راست نیست
Бар неку бади мову ту довар намешавад	بر نیک و بد ما و تو داور نمی‌شود
Сартосари вафои варо гаштаам ба ҳис	سرتاسرِ وفای ورا گشته‌ام به حس
Ин бевафо ҳабиби саросар намешавад	این بی‌وفا حبیب سراسر نمی‌شود
Дар зиндагӣ ҳақиқати мутлақ ҳамину бас	در زندگی حقیقتِ مطلق همین و بس
Дарде шабеҳи ғуссаи модар намешавад	دردی شبیهِ غصۀ مادر نمی‌شود
Эй ҷовидона сабзи мунаққаш ба иштиёқ	ای جاودانه سبزِ منقش به اشتیاق
Рафтию рафтани туро бовар намешавад	رفتی و رفتنِ تو‌را باور نمی‌شود
Андӯҳи рафтани ту ба дилҳо фиғон рехт	اندوهِ رفتنِ تو به دل‌ها فغان ریخت
Афғони ҳеч кас чу бародар намешавад	افغانِ هیچ کس چو برادر نمی‌شود
Рафтию рафтанат ба дилам лаккае гузошт	رفتی و رفتنت به دلم لکه‌ای گذاشت
К-обод ҷуз ба дидани Ховар намешавад	کاباد جز به دیدنِ خاور نمی‌شود
Давлати моро тамоми дағдаға риш асту бас	دولت ما‌را تمام دغدغه ریش است و بس
Аз ҳиҷобу мӯи рухсора ба ташвиш асту бас	از حجاب و موی رخساره به تشویش است و بس
Нест моро ҳам ба ҷуз аз риш омоле ба сар	نیست ما‌را هم به جز از ریش آمالی به سر
Риш гӯӣ аввалу поёни ин кеш асту бас	ریش گویی اول و پایان این کیش است و بس
Як тараф бо теғу чоқу ришро бармеканад	یک طرف با تیغ و چاقو ریش‌را برمی‌کند
Як тарафро риш танҳо маънии хеш асту бас	یک طرف‌را ریش تنها معنی خویش است و بس
Меваи мамнӯъ ширинтар шуда бо ришкан	میوۀ ممنوع شیرین‌تر شده با ریش‌کن
Ришханде гар сазояш мекунӣ беш асту бас	ریشخندی گر سزایش می‌کنی بیش است و بس
Сахт талху ногувор аст навиштани сӯгномаи дӯст	سخت تلخ و ناگوار است نوشتن سوگنامۀ دوست
Аммо боиста то дигарон низ бидонанд ки чи ганҷи шойгоне пинҳон шуда	اما بایسته تا دیگران نیز بدانند که چه گنج شایگانی پنهان شده
Ва он ҳам чи зуду шитобон	و آن هم چه زود و شتابان
Пас аз як ъумр талоши дурахшон дар пешгоҳи Эрон	پس از یک عمر تلاش درخشان در پیشگاه ایران
Эрони фарҳангӣ	ایرانِ فرهنگی
Заҳро Ҷазоирӣ ки таҷассуми меҳру накӯкорӣ буд дар синни панҷоҳу нуҳсолагӣ пас аз пайкори мумтад бо саратон дар оғӯши гарми хонаводааш дар Ландан ҷон дод	زهرا جزایری که تجسم مهر و نکوکاری بود در سن پنجاه و نه‌سالگی پس از پیکار ممتد با سرطان در آغوش گرم خانواده‌اش در لندن جان داد
Зарибону онгуна ки мо дӯстонаш ӯро хитоб мекардем зодаи Теҳрон ва аз бастагони Саъиди Нафисӣ буд ва аз он тариқ бо Фарорӯд ва бавежа Тоҷикистон нисбат дошт	زری‌بانو آنگونه که ما دوستانش او‌را خطاب می‌کردیم زادۀ تهران و از بستگان سعید نفیسی بود و از آن طریق با فرارود و به‌ویژه تاجیکستان نسبت داشت
